id,nome,preco,categoria,marca,imagem,descricao_resumida,descricao_completa,estoque
IMPORTADO_500,Ophidian Mango Bliss 100ml,"336,00",Importados,,537-ophidian-mango-bliss-100ml.png,,,5
IMPORTADO_501,Pacific Blue 80ml (Tom Ford Porto Neroli),"225,00",Importados,,481-pacific-blue-80ml-porto-neroli-tom-ford.png,,,0
IMPORTADO_502,Paco Rabanne Pour Homme 100ml,"350,00",Importados,,544-paco-rabanne-pour-homme-100ml.png,,,5
Cremes_21,Pasta Angel Afeer 250ml,"142,50",Cremes,,398-pasta-angel-afeer-250ml.png,,,0
Cremes_22,Pasta Candid 200g (Scandal),"142,50",Cremes,,399-pasta-candid-200g-scandal.png,,,5
Cremes_23,Pasta Club De Nuit Maleka,"142,50",Cremes,,400-pasta-club-de-nuit-maleka.png,,,5
Cremes_24,Pasta Queen Of Arabia 200g,"142,50",Cremes,,401-pasta-queen-of-ar-bia-200g.png,,,5
Cremes_25,Pasta Shimmer Atheeri 90g,"90,00",Cremes,,251-pasta-shimmer-atheeri-90g.png,,,5
Cremes_26,Pasta Shimmer Fakhar Rose 90g,"90,00",Cremes,,252-pasta-shimmer-fakhar-rose-90g.png,,,5
Cremes_27,Pasta Shimmer Royal Amber 90g,"90,00",Cremes,,253-pasta-shimmer-royal-amber-90g.png,,,5
Cremes_28,Pasta Shimmer Sabah 90g,"90,00",Cremes,,254-pasta-shimmer-sabah-90g.png,,,5
Cremes_29,Pasta Shimmer Yara 90g,"90,00",Cremes,,255-pasta-shimmer-yara-90g.png,,,5
Cremes_30,Pasta Supremacia 200g,"142,50",Cremes,,402-pasta-supremacia-200g.png,,,5
Cremes_31,Pasta Victoria 200g (Devotion),"142,50",Cremes,,403-pasta-victoria-200g-devotion.png,,,5
Cremes_32,Pasta Yara Afeer,"142,50",Cremes,,404-pasta-yara-afeer.png,,,5
IMPORTADO_505,Phantom Elixir 100ml,"630,00",Importados,,639-phantom-elixir-100ml.png,,,5
IMPORTADO_506,Philos Messenger EDP 100ml,"210,00",Importados,,472-philos-messenger-edp-100ml.png,,,0
IMPORTADO_507,Philos Opus Noir 100ml (Xerjoff Opera),"195,00",Importados,,461-philos-opus-noir-100ml-xerjoff-opera.png,,,5
IMPORTADO_508,Philos Pura EDP 100ml,"240,00",Importados,,490-philos-pura-edp-100ml.png,,,5
IMPORTADO_509,Pink Eclipse EDP 100ml,"301,00",Importados,,522-pink-eclipse-edp-100ml.png,,,0
IMPORTADO_510,Platinum Égoïste Chanel EDT 100ml,"972,00",Importados,,729-platinum-egoiste-chanel-edt-100ml.png,,,5
IMPORTADO_511,Polo Blue EDT 125ml,"588,00",Importados,,616-polo-blue-edt-125ml.png,,,0
IMPORTADO_512,Polo Verde EDT 118ml,"574,00",Importados,,608-polo-verde-edt-118ml.png,,,5
IMPORTADO_513,Porta Joias Gucci Pequena,"150,00",Importados,,415-porta-joias-gucci-pequena.png,,,5
IMPORTADO_514,Prada Candy Kiss Feminino 80ml,"728,00",Importados,,680-prada-candy-kiss-fem-80ml.png,,,0
IMPORTADO_515,Prada Paradoxe Radical Essence 90ml,"1127,25",Importados,,741-prada-paradoxe-radical-essence-90ml.png,,,5
IMPORTADO_516,Queen Check Mate Armaf 100ml (Scandal Intense),"308,00",Importados,,525-queen-check-mate-armaf-100ml-scandal-intense.png,,,5
IMPORTADO_517,Queen Of Arabia 15ml,"30,00",Importados,,038-queen-of-ar-bia-15ml.png,,,0
IMPORTADO_518,Rayhaan Divine EDP 100ml,"420,00",Importados,,560-rayhaan-divine-edp-100ml.png,,,5
IMPORTADO_519,Rayhaan EDP 100ml (Ultra Male),"300,00",Importados,,513-rayhaan-edp-100ml-ultra-male.png,,,0
IMPORTADO_520,Rayhaan Kiss EDP 100ml,"462,00",Importados,,569-rayhaan-kiss-edp-100ml.png,,,0
IMPORTADO_521,Refil Prada Paradoxe EDP 100ml,"784,00",Importados,,700-refil-prada-paradoxe-edp-100ml.png,,,5
IMPORTADO_522,Rose Seduction VIP Maison Alhambra 100ml,"247,50",Importados,,494-rose-seduction-vip-maison-alhambra-100-ml.png,,,5
IMPORTADO_523,Salvador Dali Dalissime 100ml,"294,00",Importados,,517-salvador-dali-dalissime-100ml.png,,,5
IMPORTADO_524,Scandal Elixir Masculino 100ml,"812,00",Importados,,707-scandal-elixir-masc-100ml.png,,,0
IMPORTADO_525,Sospiro Vibranna 100ml,"1957,50",Importados,,759-sospiro-vibranna-100ml.png,,,5
IMPORTADO_526,Spectre Wraith 80ml,"315,00",Importados,,526-spectre-wraith-80ml.png,,,0
IMPORTADO_527,Supremacy Collection Edition 100ml,"476,00",Importados,,574-supremacy-collection-edition-100ml.png,,,0
IMPORTADO_528,Supremacy Not Only Intense 100ml,"406,00",Importados,,559-supremacy-not-only-intense-100ml.png,,,0
IMPORTADO_529,Sweet Tooth Caramel Dream 75ml Sabrina Carpenter,"294,00",Importados,,518-sweet-tooth-caramel-dream-75ml-sabrina-carpenter.png,,,5
IMPORTADO_530,Sweet Tooth Cherry Baby 75ml Sabrina Carpenter,"294,00",Importados,,519-sweet-tooth-chenny-baby-75ml-sabrina-carpenter.png,,,5
IMPORTADO_531,Sweet Tooth Rosa EDP 75ml Sabrina Carpenter,"294,00",Importados,,520-sweet-tooth-rosa-edp-75ml-sabrina-carpenter.png,,,5
IMPORTADO_532,The One Gold Feminino EDP Intense 75ml,"686,00",Importados,,670-the-one-gold-fem-edp-intense-75ml.png,,,5
IMPORTADO_533,The One Gold Masculino EDP Intense 100ml,"616,00",Importados,,634-the-one-gold-masc-edp-intense-100ml.png,,,5
IMPORTADO_534,The White Cloud 100ml,"262,50",Importados,,501-the-white-cloud-100ml.png,,,0
IMPORTADO_535,Tubbees Infantil Bubble Gum 50ml,"120,00",Importados,,334-tubbees-infantil-bubble-gum-50ml.png,,,5
IMPORTADO_536,Tubbees Infantil Chocolate Fudge 50ml,"120,00",Importados,,335-tubbees-infantil-chocolate-fudge-50ml.png,,,0
IMPORTADO_537,Tubbees Infantil Pink Sugar 50ml,"120,00",Importados,,336-tubbees-infantil-pink-sugar-50ml.png,,,0
IMPORTADO_538,Tubbees Lemon A Licious 50ml,"150,00",Importados,,417-tubbees-lemon-a-licious-50ml.png,,,5
IMPORTADO_539,Tubbees Passion Fruit Mojito EDP 50ml (Lata),"150,00",Importados,,418-tubbees-passion-fruit-mojito-50ml-edp-lata.png,,,5
IMPORTADO_540,Valaya Exclusif Parfums De Marly 75ml,"2295,00",Importados,,769-valaya-exclusif-parfums-de-marly-75ml.png,,,5
IMPORTADO_541,Valentino Donna Born In Roma Extradose 100ml,"1066,50",Importados,,738-valentino-donna-born-in-roma-extradose-100ml.png,,,5
IMPORTADO_542,Valentino Donna Born In Roma Intense 100ml,"1026,00",Importados,,734-valentino-donna-born-in-roma-intense-100ml.png,,,5
IMPORTADO_543,Valentino Donna Born In Roma Purple Melancholia 100ml,"1080,00",Importados,,739-valentino-donna-born-in-roma-purple-melacholia-100ml.png,,,0
IMPORTADO_544,Valentino Green Stravaganza Feminino EDP 100ml,"918,00",Importados,,727-valentino-green-stravaganza-edp-100ml-femme.png,,,5
IMPORTADO_545,Valentino Uomo Born In Roma Intense Masculino 50ml,"749,00",Importados,,689-valentino-uomo-born-in-roma-intense-50ml-masc.png,,,5
IMPORTADO_546,Vanilla Powder EDP 100ml,"2592,00",Importados,,771-vanilla-powder-edp-100ml.png,,,0
IMPORTADO_547,Vela Cactus Blossom 3 Pavios 411g,"202,50",Importados,,465-vela-cactus-blossom-3-pavios-411g.png,,,0
IMPORTADO_548,Vela Eucalyptus Mint 3 Pavios 411g,"202,50",Importados,,466-vela-eucalyptus-mint-3-pavios-411g.png,,,0
IMPORTADO_549,Vela Mahogany Teakwood 3 Pavios 411g,"202,50",Importados,,467-vela-mahogany-teakwood-3-pavios-411g.png,,,0
IMPORTADO_550,Versace Crystal Emerald Pour Femme 90ml,"672,00",Importados,,664-versace-crystal-emerald-pour-femme-90ml.png,,,5
IMPORTADO_551,Versace Crystal Noir EDP 90ml,"602,00",Importados,,630-versace-crystal-noir-edp-90ml.png,,,5
IMPORTADO_552,Victorio & Lucchino Nº1 Azahar Radiante EDT 150ml,"181,00",Importados,,419-victorio-lucchino-n1-azahar-radiante-edt-150ml.png,,,5
IMPORTADO_553,Victorio & Lucchino Nº15 Flor Oriental EDP 150ml,"181,00",Importados,,420-victorio-lucchino-n15-flor-oriental-edp-150ml.png,,,5
IMPORTADO_554,Victorio & Lucchino Nº16 Flor Exótica EDP 150ml,"181,00",Importados,,421-victorio-lucchino-n16-flor-ex-tica-edp-150ml.png,,,5
IMPORTADO_555,Victorio & Lucchino Nº19 Vitamina Apasionada EDT 150ml,"181,00",Importados,,422-victorio-lucchino-n19-vai-tamina-a-pasionada-edt-150ml.png,,,5
IMPORTADO_556,Victorio & Lucchino Nº20 Vitamina Exótica EDT 150ml,"181,00",Importados,,423-victorio-lucchino-n20-vitamina-e-xotica-edt-150ml.png,,,5
IMPORTADO_557,Victorio & Lucchino Nº3 Íris Luminoso EDT 150ml,"181,00",Importados,,424-victorio-lucchino-n3-iris-luminoso-edt-150ml.png,,,5
IMPORTADO_558,Victorio & Lucchino Nº5 Jazmín Exótico EDT 150ml,"181,00",Importados,,425-victorio-lucchino-n5-jazmin-ex-tico-edt-150ml.png,,,5
IMPORTADO_559,Victorio & Lucchino Nº6 Magnolia Sensual EDT 150ml,"181,00",Importados,,426-victorio-lucchino-n6-magn-lia-sensual-edt-150ml.png,,,5
IMPORTADO_560,Victorioso 100ml,"240,00",Importados,,491-victorioso-100ml.png,,,5
IMPORTADO_561,Victorioso Nero EDP 100ml (Invictus Victory),"217,50",Importados,,473-victorioso-nero-edp-100ml-invictus-victory.png,,,0
IMPORTADO_562,Xerjoff Alexandria II 100ml,"2322,00",Importados,,770-xerjoff-alexandria-2-100ml.png,,,0
IMPORTADO_563,Xerjoff Dama Bianca 100ml,"1552,50",Importados,,753-xerjoff-dama-bianca-100ml.png,,,5
IMPORTADO_564,Xerjoff Mefisto 100ml,"1309,50",Importados,,750-xerjoff-mefisto-100ml.png,,,5
IMPORTADO_565,Xerjoff Purple Accento 100ml,"1687,50",Importados,,755-xerjoff-purple-accento-100ml.png,,,5
IMPORTADO_566,Xerjoff Uden Overdose 50ml,"1350,00",Importados,,751-xerjoff-uden-overdose-50ml.png,,,5
IMPORTADO_567,Y Yves Saint Laurent EDP 100ml,"840,00",Importados,,713-y-yves-sant-laurent-edp-100ml.png,,,5
IMPORTADO_568,Y Yves Saint Laurent EDT 100ml,"672,00",Importados,,665-y-yves-sant-laurent-edt-100ml.png,,,5
